label,hand_mode,recorded_hand,R.Thumb,R.Index,R.Middle,R.Ring,R.Pinky,L.Thumb,L.Index,L.Middle,L.Ring,L.Pinky,aX1,aY1,aZ1,gX1,gY1,gZ1,aX2,aY2,aZ2,gX2,gY2,gZ2
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3016,1.0000,0.8264,0.3914,-0.1240,0.9540,0.1240,0.9600,0.0920,0.2660,-1.7624,-2.9731,5.3480,-7.2529,6.5097,8.0857
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3016,1.0000,0.8264,0.3914,-0.1150,0.9850,0.1250,0.9960,0.0290,0.4040,-1.3624,-5.7831,14.7180,2.5771,10.9597,11.7757
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3016,1.0000,0.8264,0.3914,-0.0810,1.0140,0.1520,1.0800,-0.0310,0.5620,-0.2724,-4.7131,15.4380,11.7771,-7.1703,6.0057
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3016,1.0000,0.8264,0.4145,-0.0840,0.9920,0.1480,1.1060,-0.0910,0.4290,4.3976,3.0269,-3.8720,6.5571,-11.5303,-5.2643
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.4115,1.0000,0.8264,0.3914,-0.0900,0.9880,0.1550,1.0310,-0.0300,0.2920,4.2276,4.2669,-14.5920,-4.8029,-3.8703,-9.8543
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.4115,1.0000,0.8264,0.3914,-0.1100,0.9650,0.1410,0.9760,0.0700,0.2630,3.5876,5.6069,-12.1320,-5.8029,-4.8403,-4.2943
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3896,1.0000,0.8264,0.3914,-0.1110,0.9670,0.1290,0.9370,0.0730,0.2120,2.6476,-0.1231,-1.0420,-1.6929,2.8197,6.4957
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3896,1.0000,0.8264,0.3914,-0.1160,0.9570,0.1210,0.9530,0.0430,0.3560,-3.2224,-6.7031,17.7580,2.8871,8.6797,13.8357
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3676,1.0000,0.8532,0.3914,-0.0920,0.9860,0.1350,1.0410,-0.0760,0.4750,-3.2424,-6.5031,21.3180,9.0671,4.4697,8.9157
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3676,1.0000,0.8532,0.3682,-0.0820,1.0000,0.1550,1.1160,-0.1340,0.4370,2.3876,3.3169,-0.6820,4.7071,-2.8103,0.7857
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3676,1.0000,0.8532,0.3682,-0.0820,0.9620,0.1660,1.0680,-0.0470,0.3040,5.1176,6.9769,-9.5920,-8.9529,-0.5603,-7.5443
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3676,1.0000,0.8264,0.3682,-0.0960,0.9570,0.1560,1.0280,0.0560,0.3040,5.2676,5.1769,-17.4720,-8.1329,-5.3903,-9.5443
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3676,1.0000,0.8264,0.3682,-0.1150,0.9550,0.1270,0.9770,0.0740,0.2850,4.8176,5.8869,-6.6820,0.4971,-6.5803,-0.4843
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8264,0.3682,-0.1110,0.9630,0.1170,0.9440,-0.0080,0.2890,0.1276,-5.0331,8.6380,2.7171,8.6197,4.5857
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8264,0.3682,-0.1000,0.9690,0.1330,0.9740,-0.0410,0.4570,-1.3824,-5.9131,16.6680,0.4471,14.9297,5.0957
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8264,0.3682,-0.0770,1.0090,0.1350,1.0970,-0.0780,0.5300,0.1976,-3.9831,6.9880,4.4171,-2.1403,-1.5543
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8264,0.3682,-0.0940,0.9880,0.1480,1.0980,-0.0450,0.3810,5.4876,4.9769,-13.6520,-4.0429,-9.5703,-10.2643
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8264,0.3682,-0.1090,0.9640,0.1510,1.0230,0.0580,0.2840,3.4876,3.9169,-16.0920,-8.8829,-5.7703,-10.6743
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.4115,1.0000,0.8264,0.3682,-0.1220,0.9590,0.1230,0.9720,0.1200,0.2560,0.1976,4.1769,-8.1820,-1.2529,-3.3503,-2.8443
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0270,0.3896,1.0000,0.8264,0.3682,-0.1210,0.9690,0.1320,0.9250,0.0940,0.2680,1.5776,-2.2331,4.6680,9.4171,7.9797,6.8657
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3896,1.0000,0.8264,0.3682,-0.1230,0.9730,0.1210,0.9890,-0.0110,0.4350,-4.9524,-9.6831,22.5680,12.5171,5.6697,9.9957
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3016,1.0000,0.8264,0.3682,-0.0840,0.9900,0.1410,1.0840,-0.0860,0.4930,2.4276,-3.6431,11.7080,13.8671,-3.6903,2.0457
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.8264,0.3914,-0.0930,0.9890,0.1380,1.0910,-0.0880,0.3740,4.7376,3.7869,-5.4320,1.5471,-5.4903,-5.6343
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7460,0.3914,-0.0900,0.9790,0.1510,1.0270,-0.0070,0.3050,5.2776,6.5669,-14.1720,-9.9129,-4.2703,-8.7543
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7460,0.3914,-0.1250,0.9510,0.1250,0.9690,0.0730,0.2670,5.1676,6.0469,-12.2220,-9.1229,-2.8803,-2.7243
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8800,0.3682,-0.1270,0.9640,0.1360,0.9360,0.0660,0.2720,-0.6824,-0.0931,4.1480,-5.9929,6.3997,4.9357
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8800,0.3682,-0.1170,0.9740,0.1210,0.9970,0.0150,0.4370,1.4576,-3.4231,12.3280,1.2971,4.4697,6.8457
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8800,0.3682,-0.0970,0.9750,0.1580,1.0860,-0.0420,0.4860,-0.5724,-0.9231,6.4780,5.4071,-1.8103,-0.4943
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.9068,0.3682,-0.1000,0.9770,0.1410,1.0710,-0.0280,0.3710,5.6376,5.2269,-6.5920,-3.0029,-5.3803,-7.0543
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3676,1.0000,0.8800,0.3914,-0.1130,0.9620,0.1470,1.0250,0.0320,0.2960,4.1576,6.1669,-9.6420,-8.0529,-0.3903,-7.0743
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0270,0.3676,1.0000,0.8800,0.3914,-0.1210,0.9630,0.1390,0.9700,0.0650,0.2800,1.4276,4.0769,-2.9820,-3.0929,2.1397,0.4157
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8800,0.3914,-0.1200,0.9630,0.1370,0.9470,0.0530,0.3230,-0.4324,-4.0131,6.0280,0.4071,8.9897,6.8457
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8532,0.3914,-0.1110,0.9780,0.1330,0.9990,-0.0260,0.4910,-4.4524,-7.7931,17.5180,0.5471,6.1597,7.4857
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8532,0.3914,-0.0810,0.9930,0.1530,1.0800,-0.0450,0.4730,3.7676,0.8269,3.1180,3.3271,-1.6003,0.7757
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3676,1.0000,0.8532,0.3914,-0.1090,0.9890,0.1360,1.0430,0.0150,0.3560,5.6276,4.9169,-6.5920,-1.1929,-3.2703,-5.0343
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.4555,1.0000,0.8532,0.4145,-0.1080,0.9850,0.1350,1.0160,0.0660,0.3120,4.2376,2.0069,-3.1220,-4.5729,-1.5303,-1.8643
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.4335,1.0000,0.8532,0.4377,-0.1070,0.9560,0.1410,0.9800,0.0570,0.3220,0.0576,-1.0731,2.5280,3.2871,-1.1103,5.4857
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.4335,1.0000,0.8264,0.4377,-0.1000,0.9740,0.1530,0.9690,-0.0020,0.3650,1.2976,-3.9431,8.1080,5.4471,-0.3903,7.7757
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.4115,1.0000,0.8264,0.4377,-0.0990,0.9720,0.1380,1.0170,-0.0460,0.4280,-0.1624,-4.0731,9.1980,4.2271,1.8197,5.6757
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.4115,1.0000,0.8264,0.4377,-0.0950,0.9750,0.1530,1.0450,-0.0400,0.3880,1.1076,0.9869,0.0180,1.2271,0.2797,0.5757
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3896,1.0000,0.8264,0.4377,-0.0910,0.9740,0.1490,1.0360,-0.0020,0.3620,2.7276,1.0869,-0.6020,-2.3929,-2.9803,-2.0743
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.4115,1.0000,0.8264,0.4377,-0.0950,0.9680,0.1450,1.0340,0.0050,0.3520,1.9476,0.7269,-1.5920,0.3871,-2.8003,-1.4343
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.4115,1.0000,0.8264,0.4609,-0.0990,0.9790,0.1450,1.0100,-0.0030,0.3530,2.5576,1.9269,-1.5920,-0.4529,0.6397,-0.5543
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3896,1.0000,0.8264,0.4377,-0.0990,0.9890,0.1460,1.0220,0.0020,0.3770,2.6176,2.8669,-2.6220,-3.4129,-2.2403,0.4057
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3896,1.0000,0.8264,0.4377,-0.1020,0.9750,0.1440,1.0240,0.0090,0.3940,2.3776,4.8269,-6.3520,-3.8029,-6.0403,-1.3543
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3896,1.0000,0.8532,0.4377,-0.1010,0.9630,0.1400,1.0030,0.0060,0.3630,1.3576,0.6469,-1.5920,0.7971,-5.5103,-1.7843
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3676,1.0000,0.8532,0.4377,-0.1050,0.9740,0.1520,1.0040,0.0000,0.3540,0.9976,-1.4331,1.3280,1.6671,0.5997,-0.1043
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3676,1.0000,0.8532,0.4377,-0.1090,0.9700,0.1370,0.9880,-0.0130,0.3460,1.0176,-1.2431,1.3280,1.6171,1.1197,0.6157
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3016,1.0000,0.8264,0.2987,-0.0610,0.9850,0.1470,1.0050,-0.0050,0.4110,1.6776,1.8769,-0.3820,-1.3529,-0.6103,-0.1343
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3016,1.0000,0.8264,0.2987,-0.0670,0.9810,0.1600,1.0000,-0.0010,0.4100,1.5876,2.6969,-0.1820,-1.0029,0.2597,-0.1643
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3016,1.0000,0.7996,0.2987,-0.0650,0.9790,0.1490,0.9950,-0.0100,0.4090,1.8276,0.7669,0.7280,-0.2529,-0.3903,0.5157
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3016,1.0000,0.7996,0.2987,-0.0670,0.9750,0.1560,1.0020,-0.0100,0.4170,1.3576,0.0169,0.7480,0.2571,-1.0303,0.2557
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3016,1.0000,0.7996,0.2987,-0.0620,0.9780,0.1520,1.0000,-0.0060,0.4100,1.1176,-0.4231,0.7980,1.3971,-1.0703,1.1757
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7996,0.3218,-0.0640,0.9760,0.1420,0.9970,-0.0020,0.3990,0.6076,-0.3531,1.1980,0.8871,-0.2603,1.5457
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7996,0.3450,-0.0620,0.9760,0.1540,1.0000,-0.0120,0.4130,0.9876,-0.7931,2.3080,-0.1229,-0.5003,1.9557
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7996,0.3450,-0.0570,0.9810,0.1490,0.9980,-0.0150,0.3970,0.5676,-0.3031,1.3780,0.0771,-0.4003,1.8157
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7996,0.3682,-0.0640,0.9770,0.1530,1.0070,-0.0220,0.3940,0.8876,-0.6631,1.5580,-0.9629,-0.2503,1.7857
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.7996,0.3682,-0.0620,0.9710,0.1550,0.9990,-0.0210,0.3970,1.2876,-1.0931,2.0080,-0.5329,0.2597,1.5757
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.7996,0.3450,-0.0640,0.9810,0.1500,1.0060,-0.0160,0.4110,1.5876,-0.6331,1.8080,-0.8529,-0.4203,1.3157
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.2577,1.0000,0.7996,0.3450,-0.0590,0.9720,0.1550,1.0010,-0.0210,0.4030,1.6876,-0.5531,1.3480,0.7771,-0.6303,0.9957
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.2577,1.0000,0.7728,0.3450,-0.0560,0.9760,0.1490,0.9970,-0.0280,0.3960,1.4276,0.4769,1.0880,-1.3529,-2.6303,0.6757
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.2577,1.0000,0.7996,0.3450,-0.0610,0.9850,0.1440,1.0070,-0.0150,0.4110,2.5976,0.9069,1.4980,-0.8329,-0.6603,1.6457
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.2796,1.0000,0.7996,0.3450,-0.0530,0.9770,0.1550,1.0040,-0.0200,0.4050,0.6876,-0.2831,0.9080,-0.8129,-1.8603,0.8957
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.2796,1.0000,0.7460,0.3218,-0.0640,0.9750,0.1530,1.0030,-0.0200,0.3960,0.9176,0.1169,0.6980,-0.0529,-0.5503,0.4857
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3016,1.0000,0.7728,0.3218,-0.0580,0.9800,0.1570,1.0050,-0.0160,0.4080,1.1576,0.1869,0.5680,1.4471,-0.5803,0.6057
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3016,1.0000,0.7728,0.3218,-0.0640,0.9810,0.1600,1.0020,-0.0230,0.4140,1.6476,0.5369,0.4580,-0.8429,-1.3003,0.3257
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7728,0.3218,-0.0610,0.9760,0.1520,0.9980,-0.0150,0.4010,1.6576,0.7869,-0.1520,0.1671,-0.5503,0.2557
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7728,0.3218,-0.0570,0.9700,0.1480,0.9990,-0.0160,0.4040,1.0076,-0.3131,0.9580,0.8571,-1.3103,-0.0343
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7728,0.3450,-0.0570,0.9750,0.1470,1.0020,-0.0170,0.4160,1.9376,0.5869,0.8580,0.8271,-1.9403,0.8757
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7728,0.3450,-0.0580,0.9770,0.1480,1.0030,-0.0170,0.4050,1.2976,0.1669,0.6980,-0.0829,-0.3603,0.6957
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7728,0.3450,-0.0700,0.9800,0.1490,1.0030,-0.0160,0.4010,1.6776,0.5369,0.1480,1.1271,-0.8403,0.0757
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7996,0.3450,-0.0620,0.9740,0.1560,1.0070,-0.0110,0.3970,1.4876,-0.2731,0.5880,0.7271,-1.2803,-0.0043
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7728,0.3218,-0.0620,0.9790,0.1510,1.0020,-0.0160,0.3990,1.6876,0.2269,0.4980,1.8771,-1.1803,0.3957
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7996,0.3218,-0.0550,0.9760,0.1450,1.0050,-0.0300,0.4030,1.5376,0.3469,0.6380,0.8071,-1.4503,1.2057
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7996,0.3218,-0.0620,0.9780,0.1500,1.0060,-0.0270,0.3990,2.0676,1.5769,-0.0920,-1.1429,-1.1403,0.9657
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.8264,0.3450,-0.0620,0.9790,0.1440,1.0080,-0.0120,0.4020,2.0076,1.4169,-0.1920,-2.2429,0.2697,0.9557
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8264,0.3450,-0.0630,0.9790,0.1470,1.0230,-0.0140,0.4270,2.1076,2.9969,-0.4020,1.0371,-0.2203,0.3657
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8264,0.3218,-0.0670,0.9750,0.1640,1.0180,-0.0270,0.4070,2.1576,4.9569,-2.3920,1.5071,-5.4503,-3.5043
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8264,0.3218,-0.0710,0.9670,0.1460,0.9810,-0.0100,0.3760,0.6376,0.4869,-1.2920,2.3471,-3.7203,-4.8443
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8264,0.3218,-0.0700,0.9740,0.1470,0.9720,0.0010,0.3490,1.6676,0.7769,0.3180,0.1371,0.7297,-2.7943
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8264,0.3218,-0.0610,0.9720,0.1440,0.9880,0.0020,0.3600,-0.4424,-2.3931,4.1680,-0.4229,3.9197,0.1757
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8264,0.3218,-0.0660,0.9800,0.1490,1.0210,-0.0080,0.3820,1.0076,-1.3731,2.2880,-2.0529,4.0297,1.3957
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.8264,0.3218,-0.0640,0.9730,0.1530,1.0360,-0.0110,0.3950,-0.3824,-1.0231,1.5980,0.1971,6.6397,1.7457
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.7996,0.3218,-0.0590,0.9710,0.1660,1.0290,0.0020,0.4300,1.4876,-1.3931,2.3880,1.4071,3.6497,1.0157
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.7996,0.3218,-0.0590,0.9860,0.1550,1.0100,-0.0040,0.4150,2.9776,2.2869,-1.4920,2.2171,4.1697,-1.7443
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.7996,0.3218,-0.0670,0.9630,0.1580,0.9910,-0.0040,0.4080,2.2076,2.1569,0.0280,3.7971,3.7497,-0.7943
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.7996,0.3218,-0.0680,0.9800,0.1540,0.9910,-0.0020,0.4370,-0.0624,-1.9231,1.3580,5.1771,0.3697,0.3257
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7728,0.3218,-0.0680,0.9830,0.1530,0.9760,-0.0320,0.4430,4.4776,-0.8631,-5.6720,6.1071,-0.9503,2.3557
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7728,0.3218,-0.0700,0.9880,0.1470,0.9910,-0.0370,0.4390,2.4276,-0.5931,-2.4020,5.1171,-0.9403,4.8357
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7728,0.3218,-0.0790,0.9750,0.1400,1.0040,-0.0270,0.4560,0.5576,1.0069,-3.6020,2.7171,0.0297,6.3957
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7728,0.3218,-0.0700,0.9770,0.1460,1.0230,-0.0160,0.4990,0.2976,2.4469,-1.5920,3.4971,-5.7903,3.2157
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.7996,0.3218,-0.0810,1.0110,0.1460,1.0150,-0.0340,0.5220,3.0976,1.6169,-4.5620,7.8871,-14.0203,-1.8843
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3236,1.0000,0.7996,0.3450,-0.1060,0.9670,0.1470,0.9760,-0.0700,0.4270,2.6676,-3.4331,-11.9720,9.7071,-16.7203,-9.3243
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.7996,0.3682,-0.1010,0.9860,0.1350,0.9420,-0.0540,0.3280,4.6976,1.3069,-20.0420,-0.4229,-12.9603,-11.7743
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.7728,0.3682,-0.1250,0.9460,0.1310,0.9470,0.0330,0.3030,3.3976,2.5069,-9.4420,-5.0429,-8.4303,-6.4043
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.7728,0.3450,-0.0930,1.0030,0.1570,0.9680,0.0830,0.2720,3.2976,-6.9431,-12.0220,-0.8629,-1.6903,-0.4243
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.7728,0.3450,-0.1180,1.0200,0.1360,0.9640,0.0670,0.2130,-1.1824,-6.6031,16.3780,-4.0629,10.6397,2.8057
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3016,1.0000,0.7728,0.3450,-0.1100,0.9560,0.1450,1.0200,0.0110,0.4790,1.0276,-3.6131,20.1680,-4.8929,6.0897,1.2657
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3016,1.0000,0.7728,0.3450,-0.0760,1.0260,0.1540,1.0780,-0.0550,0.5130,4.5476,3.5369,5.4680,7.2471,-4.6503,-0.7343
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.4335,1.0000,0.7728,0.3218,-0.0950,0.9700,0.1360,1.0560,-0.0280,0.3930,4.4076,6.5369,-4.1320,-5.4529,-9.5103,-3.3243
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.4115,1.0000,0.7996,0.2987,-0.0940,0.9600,0.1590,1.0490,0.0710,0.3500,5.8776,5.9369,-8.8220,-12.8029,-2.8103,-2.2843
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.4115,1.0000,0.7996,0.2987,-0.1150,0.9420,0.1360,1.0100,0.0790,0.3330,7.4476,9.4169,-3.7520,-3.7629,-7.6903,-0.0443
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3896,1.0000,0.7728,0.3218,-0.1170,0.9760,0.1300,0.9440,0.0190,0.3010,3.1176,1.6669,1.8080,0.8771,-1.7903,5.3857
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3896,1.0000,0.7728,0.3450,-0.1020,0.9910,0.1320,0.9630,-0.0040,0.3760,1.3276,-1.6731,8.9580,-4.1429,3.0197,7.1557
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3676,1.0000,0.7728,0.3450,-0.0900,0.9940,0.1690,1.0100,0.0020,0.4290,-2.5324,-5.0231,15.6680,0.8071,0.8697,6.7357
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3676,1.0000,0.7728,0.3218,-0.0800,0.9750,0.1530,1.0250,-0.0160,0.4160,-0.7824,-4.2531,12.7980,1.6471,-0.9203,3.5757
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3676,1.0000,0.7728,0.3450,-0.0780,0.9900,0.1510,1.0280,-0.0030,0.4010,-0.4424,-2.2331,3.7880,1.9471,0.4597,0.8857
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.7728,0.3450,-0.0780,0.9800,0.1440,1.0160,-0.0050,0.3730,1.4276,-2.1331,3.3780,3.1371,-0.9903,0.7057
LOVE,either_hand,left,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.3456,1.0000,0.6657,0.3450,-0.0860,0.9750,0.1450,1.0080,-0.0160,0.3620,-2.3224,-2.7931,4.3980,-2.0329,1.0197,2.7757
